Manufacturer,Price,Body Style,Fuel Efficiency,Engine Volume,Powertrain,License Status,Manufacture Year,Variant,Location,Distance Covered,Gearbox,Owner_Type
Mercedes-Benz,167300.0,other,120,2.6,Petrol,yes,2004,CLK 240,Casablanca,25000,Manual,First
BMW,450000.0,sedan,97,4.4,Petrol,yes,2011,750,rabat,64889,Automatic,First
Audi,,sedan,370,2.6,Other,yes,1997,A6,tanger,70998,Automatic,First
Mercedes-Benz,168400.0,sedan,260,2.2,Diesel,yes,2008,E-Class,Casablanca,15000,Automatic,First
Volkswagen,235500.0,sedan,2,1.6,Diesel,yes,2016,Jetta,mekness,35299,Manual,First
Renault,117789.0,vagon,193,1.5,Diesel,yes,2012,Megane,rabat,64430,Manual,First
Mitsubishi,194800.0,crossover,111,2.4,Petrol,yes,2011,Outlander XL,mekness,40000,Automatic,First
Mercedes-Benz,73800.0,van,250,1.7,Diesel,yes,2003,Vaneo,tetouan,50000,Manual,First
Toyota,126050.0,sedan,95,2.4,Petrol,yes,2007,Camry,tetouan,53073,Manual,First
Mercedes-Benz,146226.0,other,171,2.2,Other,no,2011,Vito,oujda,54000,Manual,Second
Audi,113389.0,sedan,293,1.8,Gas,yes,2004,A4,oujda,85423,Manual,First
Mercedes-Benz,81500.0,other,406,2.2,Diesel,yes,2003,Vito,oujda,70181,Automatic,First
Mercedes-Benz,117800.0,other,230,1.8,Petrol,yes,2006,C-Class,tanger,76427,Manual,First
BMW,389500.0,sedan,235,3.0,Diesel,yes,2010,730,tetouan,45000,Manual,First
Mitsubishi,85900.0,other,148,1.8,Petrol,yes,2003,Pajero Pinin,tanger,24941,Automatic,First
Mercedes-Benz,1308000.0,sedan,27,3.0,Diesel,yes,2014,S 350,oujda,95291,Manual,First
BMW,334500.0,sedan,73,2.0,Petrol,yes,2013,520,mekness,63000,Automatic,First
Renault,129900.0,van,143,2.0,Diesel,yes,2009,Trafic,dakhla,14700,Manual,First
Renault,62800.0,van,159,1.5,Diesel,yes,2007,Kangoo,hosseima,26405,Automatic,First
Mercedes-Benz,129900.0,sedan,110,2.57,Petrol,yes,2004,C-Class,Casablanca,60000,Manual,First
Toyota,294000.0,other,192,3.0,Diesel,yes,2007,Hilux,mekness,22000,Automatic,Second
BMW,634547.0,other,40,4.0,Diesel,yes,2012,X6,Casablanca,77652,Automatic,First
Toyota,160700.0,sedan,131,3.5,Gas,yes,2007,Camry,Casablanca,38000,Automatic,First
Mitsubishi,114500.0,crossover,187,2.4,Gas,yes,2008,Outlander,mekness,80000,Manual,First
Mercedes-Benz,55100.0,sedan,295,3.0,Diesel,yes,1994,E-Class,tanger,23249,Automatic,First
Toyota,81500.0,vagon,196,1.59,Petrol,yes,2003,Corolla Verso,dakhla,71000,Manual,First
Mitsubishi,158700.0,crossover,240,3.2,Diesel,yes,2006,Pajero Wagon,marrakech,76000,Manual,Second
Volkswagen,202500.0,sedan,74,1.8,Petrol,yes,2011,Passat CC,oujda,17729,Manual,First
Toyota,365663.0,vagon,73,4.0,Gas,yes,2009,FJ Cruiser,oujda,51355,Automatic,First
Mitsubishi,31641.75,hatch,330,2.0,Gas,yes,1993,Galant,sefrou,80524,Manual,Second
Mitsubishi,24500.0,sedan,220,2.4,Petrol,yes,1987,Galant,agadir,58005,Manual,Second
Mitsubishi,105700.0,sedan,120,2.4,Gas,yes,2006,Galant,mekness,62505,Manual,First
Renault,88100.0,van,206,1.9,Diesel,yes,2005,Trafic,tanger,17705,Manual,First
Toyota,229989.0,sedan,77,2.5,Gas,yes,2012,Camry,Casablanca,56000,Automatic,First
Mitsubishi,166200.0,crossover,193,3.0,Gas,yes,2008,Pajero Wagon,tanger,11241,Manual,First
BMW,259700.0,crossover,117,2.0,Diesel,yes,2010,X1,tetouan,47052,Manual,First
Mercedes-Benz,750500.0,crossover,68,3.0,Diesel,yes,2014,GL 350,agadir,60000,Automatic,Second
Volkswagen,100750.0,sedan,200,2.0,Diesel,yes,2007,Passat B6,oujda,41713,Manual,First
Mitsubishi,98000.0,sedan,110,2.0,Petrol,yes,2008,Lancer X,tetouan,30000,Automatic,First
BMW,382900.0,crossover,35,3.0,Petrol,yes,2011,X3,oujda,98500,Manual,First
Audi,565500.0,crossover,28,3.0,Diesel,yes,2014,Q7,dakhla,24000,Manual,First
BMW,94900.0,sedan,250,2.5,Diesel,yes,2001,525,oujda,129750,Manual,Second
Toyota,144750.0,sedan,96,2.4,Gas,yes,2008,Rav 4,tetouan,70000,Manual,First
Renault,101300.0,vagon,184,1.5,Diesel,yes,2011,Megane,mekness,18000,Automatic,First
Volkswagen,483000.0,crossover,150,4.2,Diesel,yes,2011,Touareg,Casablanca,73000,Automatic,First
Mercedes-Benz,91400.0,other,457,5.0,Gas,yes,1996,S 140,mekness,30000,Automatic,First
Mercedes-Benz,38050.0,sedan,274,3.2,Diesel,no,2002,E-Class,rabat,57328,Manual,First
BMW,272000.0,crossover,130,3.0,Diesel,yes,2012,X5,oujda,90000,Manual,Second
Mitsubishi,19350.0,sedan,145,1.6,Petrol,no,1997,Carisma,mekness,66000,Manual,First
Mitsubishi,64989.0,hatch,108,1.3,Petrol,yes,2006,Colt,tetouan,40000,Manual,First
Mercedes-Benz,74900.0,van,200,2.3,Diesel,yes,1999,Vito,hosseima,21799,Manual,First
Renault,74900.0,van,140,1.5,Diesel,yes,2012,Kangoo,hosseima,147898,Manual,First
Toyota,89200.0,hatch,82,1.3,Petrol,yes,2006,Yaris,agadir,52000,Manual,First
Toyota,140900.0,hatch,37,1.4,Petrol,yes,2013,Auris,mekness,17000,Manual,First
Mercedes-Benz,,crossover,0,4.6,Petrol,yes,2016,GLS 500,Casablanca,262000,Manual,Fourth & Above
Volkswagen,315723.44,van,0,1.6,Diesel,yes,2016,Caddy,sefrou,90906,Manual,First
Mercedes-Benz,1208989.0,crossover,0,2.98,Diesel,yes,2016,GLS 350,tanger,124313,Manual,First
Mercedes-Benz,483000.0,other,39,5.5,Petrol,yes,2009,SL 55 AMG,tetouan,5000,Manual,First
BMW,188200.0,crossover,308,4.6,Gas,yes,2003,X5,agadir,55000,Manual,First
Renault,108989.0,vagon,100,1.5,Diesel,yes,2010,Kangoo,rabat,81000,Manual,First
BMW,305900.0,crossover,140,3.0,Diesel,yes,2009,X5,agadir,31000,Manual,First
Volkswagen,253300.0,sedan,115,1.8,Petrol,yes,2012,Passat CC,agadir,68000,Manual,Second
Audi,988989.0,crossover,0,3.0,Diesel,yes,2015,Q7,Casablanca,53392,Manual,First
Toyota,162350.0,hatch,51,1.6,Petrol,yes,2013,Auris,hosseima,35384,Manual,First
Mercedes-Benz,167300.0,other,234,2.2,Diesel,yes,2008,Sprinter 315,agadir,74000,Manual,First
Mercedes-Benz,,sedan,20,3.0,Diesel,yes,2015,S 350,dakhla,35000,Automatic,First
Renault,145534.63,crossover,0,1.5,Diesel,yes,2016,Sandero StepWay,Casablanca,9000,Automatic,First
Renault,79300.0,van,200,1.5,Diesel,yes,2007,Megane,agadir,119000,Manual,First
Mercedes-Benz,59500.0,other,250,2.2,Diesel,yes,2002,Vito,oujda,78000,Manual,First
Toyota,87200.0,crossover,212,2.0,Gas,yes,2003,Rav 4,hosseima,41290,Manual,Second
Volkswagen,173900.0,vagon,1,2.0,Diesel,yes,2012,T6 (Transporter) ,rabat,52000,Automatic,First
BMW,183800.0,crossover,250,3.0,Diesel,yes,2004,X5,tetouan,77400,Manual,First
Renault,69950.0,vagon,100,1.5,Diesel,yes,2009,Kangoo,agadir,47000,Manual,First
Audi,37500.0,sedan,35,1.8,Gas,yes,1990,80,mekness,54000,Manual,First
Volkswagen,106800.0,other,117,1.6,Diesel,yes,2014,Caddy,tanger,68193,Automatic,First
Volkswagen,123500.0,van,192,1.9,Diesel,yes,2008,Caddy,mekness,45631,Manual,Second
BMW,202500.0,sedan,79,3.0,Diesel,no,2012,530,oujda,36000,Manual,First
BMW,250900.0,other,25,3.0,Petrol,yes,2008,325,Casablanca,46738,Automatic,First
Audi,257500.0,crossover,119,4.2,Gas,yes,2007,Q7,oujda,121362,Manual,First
Renault,52900.0,van,472,2.5,Diesel,yes,2000,Master,hosseima,54308,Manual,First
Volkswagen,34750.0,sedan,255,1.9,Diesel,no,2003,Passat B5,Casablanca,171,Manual,First
BMW,367500.0,sedan,65,2.0,Petrol,yes,2013,520,tetouan,37400,Manual,First
Mercedes-Benz,41900.0,sedan,111,2.5,Diesel,yes,1989,E-Class,tanger,44450,Automatic,First
Renault,65000.0,vagon,225,1.5,Diesel,yes,2004,Megane,tanger,54321,Manual,First
BMW,,sedan,65,2.0,Petrol,yes,2012,320,oujda,71000,Manual,First
Mercedes-Benz,98000.0,crossover,220,3.2,Gas,yes,1999,ML 320,rabat,20600,Manual,First
Toyota,183800.0,crossover,238,4.0,Gas,yes,2004,Land Cruiser Prado,Casablanca,7500,Manual,First
Volkswagen,173350.0,crossover,98,2.0,Diesel,yes,2008,Tiguan,Casablanca,73070,Manual,First
BMW,72689.0,sedan,299,2.2,Petrol,yes,2001,523,tetouan,38578,Manual,First
BMW,26489.0,sedan,210,1.8,Petrol,no,2000,318,dakhla,34000,Automatic,First
Volkswagen,19900.0,vagon,504,1.6,Gas,yes,1988,Passat B2,oujda,81298,Manual,First
BMW,30900.0,sedan,225,2.5,Petrol,no,1997,523,Casablanca,42575,Manual,First
Mercedes-Benz,1264000.0,sedan,47,4.6,Petrol,yes,2013,S 500,tanger,29952,Automatic,First
Mitsubishi,,sedan,90,2.0,Petrol,yes,2007,Lancer Evolution,tanger,48161,Automatic,First
Mercedes-Benz,125500.0,van,381,2.2,Diesel,yes,2006,Vito,Casablanca,3000,Automatic,First
Volkswagen,136500.0,van,207,1.9,Diesel,yes,2007,Sharan,marrakech,69000,Manual,First
Toyota,37500.0,sedan,286,1.6,Petrol,yes,2000,Corolla,oujda,80219,Manual,First
Audi,204700.0,sedan,136,2.0,Diesel,yes,2009,A6,tetouan,11000,Manual,First
Volkswagen,24850.0,sedan,300,1.9,Diesel,no,1998,Passat B5,Casablanca,30000,Manual,First
BMW,252000.0,other,100,,Other,yes,2005,630,mekness,85000,Manual,First
BMW,122400.0,sedan,206,3.0,Petrol,yes,2003,530,Casablanca,80000,Manual,Second
Audi,393900.0,sedan,105,2.0,Diesel,yes,2014,A6,tanger,28851,Manual,First
Audi,527000.0,crossover,126,3.0,Diesel,yes,2013,Q7,hosseima,43698,Manual,First
BMW,246500.0,sedan,179,3.0,Diesel,yes,2007,730,hosseima,3102,Manual,First
Audi,468700.0,crossover,75,3.0,Diesel,yes,2013,Q7,agadir,52000,Manual,First
Renault,73800.0,van,119,1.5,Diesel,yes,2012,Kangoo,hosseima,35442,Manual,First
Mercedes-Benz,,crossover,0,3.0,Petrol,yes,2016,GLS 400,mekness,81755,Manual,First
Toyota,22850.0,hatch,211,1.3,Petrol,yes,1987,Corolla,dakhla,65000,Manual,Second
Audi,93600.0,sedan,154,1.8,Petrol,yes,2001,A6,marrakech,62084,Manual,First
Renault,120000.0,other,131,1.5,Diesel,yes,2011,Kangoo,tetouan,34212,Manual,First
BMW,461000.0,sedan,71,2.99,Petrol,yes,2011,535,oujda,113000,Manual,First
Toyota,294900.0,crossover,119,4.0,Gas,yes,2008,Land Cruiser Prado,tanger,91235,Manual,First
BMW,437900.0,crossover,82,3.0,Petrol,yes,2011,X6,rabat,49000,Manual,First
Renault,91400.0,van,260,1.9,Diesel,yes,2005,Trafic,rabat,43772,Manual,First
Volkswagen,125500.0,sedan,119,2.0,Diesel,yes,2007,Passat B6,agadir,70000,Manual,First
Mercedes-Benz,63000.0,van,200,2.2,Diesel,yes,2000,Vito,dakhla,72000,Manual,Second
Toyota,135950.0,sedan,162,3.5,Gas,yes,2007,Camry,dakhla,78000,Manual,First
Renault,51450.0,vagon,170,1.5,Diesel,yes,2004,Kangoo,rabat,49768,Manual,Second
Renault,,van,85,1.5,Diesel,yes,2012,Kangoo,rabat,32851,Manual,First
BMW,98000.0,sedan,245,3.0,Diesel,yes,2001,730,marrakech,80000,Manual,First
Volkswagen,37700.0,sedan,370,2.0,Gas,yes,1992,Passat B3,sefrou,94873,Manual,Second
Volkswagen,,van,239,2.0,Diesel,yes,2012,T5 (Transporter),rabat,117080,Manual,Third
Mercedes-Benz,241000.0,other,53,3.0,Petrol,yes,2007,CLK 280,tanger,74515,Manual,First
Mitsubishi,62800.0,sedan,186,1.6,Petrol,yes,2006,Lancer,oujda,110224,Manual,First
Volkswagen,149700.0,other,200,2.5,Diesel,yes,2005,Touareg,tanger,50484,Automatic,First
Audi,41900.0,vagon,260,2.5,Diesel,no,2003,A6,hosseima,31696,Manual,First
Mitsubishi,195200.0,crossover,147,3.2,Diesel,yes,2008,Pajero Wagon,rabat,93000,Manual,Third
Audi,24300.0,vagon,25,2.5,Diesel,no,1999,A6,tanger,49176,Manual,First
Renault,72700.0,van,118,1.5,Diesel,yes,2012,Kangoo,marrakech,80000,Manual,First
BMW,30350.0,sedan,386,5.0,Gas,yes,1988,750,rabat,75000,Automatic,First
Toyota,175000.0,sedan,89,1.8,Other,yes,2011,Avensis,hosseima,46805,Manual,First
BMW,138700.0,hatch,130,2.0,Petrol,yes,2007,118,agadir,67443,Manual,First
BMW,149700.0,sedan,276,3.0,Diesel,yes,2004,530,marrakech,98000,Manual,First
Mercedes-Benz,138700.0,other,198,2.2,Diesel,yes,2011,Vito,rabat,14800,Manual,First
Mercedes-Benz,122200.0,other,198,6.0,Petrol,yes,2004,S 600,rabat,282000,Manual,First
Audi,111200.0,sedan,120,2.0,Petrol,yes,2006,A4,sefrou,38000,Manual,First
Mercedes-Benz,250900.0,sedan,74,2.2,Diesel,yes,2011,C-Class,dakhla,86000,Manual,First
Toyota,312700.0,crossover,92,3.5,Gas,yes,2012,Highlander,tetouan,19500,Manual,Second
Mercedes-Benz,120000.0,van,250,2.2,Diesel,yes,2005,Vito,rabat,4700,Manual,First
BMW,139789.0,sedan,181,2.2,Gas,yes,2004,520,hosseima,57034,Manual,First
BMW,470900.0,sedan,2,2.0,Petrol,yes,2016,520,tetouan,33000,Manual,First
BMW,356500.0,other,86,3.0,Petrol,yes,2010,5 Series GT,tanger,108640,Automatic,First
Volkswagen,376500.0,crossover,108,3.0,Diesel,yes,2012,Touareg,marrakech,47037,Manual,Second
Mitsubishi,131000.0,sedan,121,2.4,Gas,yes,2009,Galant,tetouan,43000,Manual,First
Renault,77100.0,hatch,127,2.0,Gas,yes,2006,Laguna,oujda,79000,Automatic,First
Volkswagen,818500.0,crossover,0,3.0,Diesel,yes,2015,Touareg,agadir,47000,Manual,First
Volkswagen,263000.0,sedan,67,1.8,Petrol,yes,2012,Passat CC,tanger,18108,Manual,First
BMW,516000.0,other,5,2.0,Petrol,yes,2014,Z4,tanger,38053,Manual,First
BMW,719500.0,crossover,1,2.0,Diesel,yes,2016,X5,tanger,27467,Automatic,First
Mercedes-Benz,136500.0,van,386,2.2,Diesel,yes,2008,Sprinter 313,dakhla,26000,Manual,First
Audi,,crossover,0,3.0,Diesel,yes,2015,Q7,hosseima,41460,Manual,First
Toyota,83900.0,hatch,56,1.0,Gas,yes,2011,Aygo,rabat,43000,Manual,Second
Mercedes-Benz,172800.0,sedan,231,3.5,Gas,yes,2005,E-Class,oujda,110000,Manual,First
Mitsubishi,208000.0,crossover,139,2.4,Gas,yes,2011,Outlander XL,agadir,72007,Manual,First
Toyota,163890.0,crossover,280,4.2,Diesel,yes,2000,Land Cruiser 100,Casablanca,25000,Automatic,First
Renault,105700.0,vagon,114,1.5,Diesel,yes,2012,Kangoo,marrakech,65000,Automatic,First
Renault,72150.0,vagon,227,1.5,Diesel,yes,2005,Megane,oujda,10000,Manual,First
BMW,389500.0,crossover,33,2.0,Diesel,yes,2014,X1,oujda,21600,Automatic,First
Renault,119890.0,sedan,118,2.0,Petrol,yes,2012,Fluence,dakhla,63000,Manual,First
Toyota,316900.0,crossover,120,3.5,Petrol,yes,2011,Highlander,tetouan,38001,Automatic,First
Volkswagen,16800.0,other,300,1.3,Petrol,yes,1989,Golf II,rabat,44000,Manual,Second
Mitsubishi,17689.0,hatch,294,1.6,Gas,yes,1992,Lancer,tetouan,67132,Manual,First
Toyota,389500.0,crossover,165,4.0,Gas,yes,2011,Land Cruiser Prado,hosseima,24733,Automatic,First
Volkswagen,109000.0,sedan,56,1.8,Petrol,no,2015,Passat B7,oujda,79000,Automatic,First
Audi,437900.0,other,12,1.8,Petrol,yes,2014,A5,agadir,47304,Manual,First
Mercedes-Benz,387500.0,sedan,160,6.5,Petrol,yes,2008,S 65 AMG,rabat,52000,Manual,Second
Renault,140350.0,other,226,2.3,Diesel,yes,2012,Master,oujda,93000,Manual,First
Mercedes-Benz,,van,240,2.2,Diesel,yes,2007,Vito,dakhla,25000,Manual,First
BMW,14050.0,sedan,300,,Gas,no,1994,316,mekness,21000,Automatic,Second
BMW,92500.0,sedan,352,2.17,Petrol,yes,2001,520,sefrou,51000,Manual,First
BMW,433500.0,vagon,93,2.0,Diesel,yes,2012,525,Casablanca,27000,Manual,First
Volkswagen,107000.0,van,220,1.9,Diesel,yes,2008,Caddy,tetouan,50645,Automatic,Second
Toyota,236800.0,crossover,170,4.0,Gas,yes,2006,Land Cruiser Prado,tanger,77849,Automatic,Second
Toyota,351000.0,sedan,22,2.5,Petrol,yes,2015,Camry,oujda,59589,Manual,First
BMW,216989.0,crossover,227,3.0,Diesel,yes,2006,X5,rabat,117236,Automatic,Second
Volkswagen,32000.0,vagon,267,1.9,Diesel,no,1999,Passat B5,hosseima,61012,Manual,First
Toyota,206900.0,crossover,90,2.0,Petrol,yes,2010,Rav 4,Casablanca,50000,Manual,First
Renault,54000.0,vagon,150,,Other,yes,2006,Kangoo,tanger,34630,Automatic,First
Toyota,26489.0,vagon,254,2.0,Diesel,no,2000,Avensis,hosseima,53886,Manual,First
Mercedes-Benz,2748989.0,other,3,5.5,Petrol,yes,2016,S 63 AMG,tanger,73278,Manual,First
Volkswagen,,sedan,381,2.5,Diesel,yes,2000,T4 (Transporter) ,hosseima,35437,Automatic,First
Audi,31300.0,sedan,300,1.8,Gas,yes,1987,80,marrakech,81000,Manual,Third
Toyota,,crossover,43,2.2,Diesel,yes,2013,Rav 4,dakhla,46000,Manual,First
Toyota,428000.0,crossover,88,4.5,Diesel,yes,2009,Land Cruiser 200,Casablanca,42366,Manual,First
Volkswagen,92500.0,van,184,2.0,Diesel,yes,2007,Caddy,tetouan,27210,Manual,First
Mitsubishi,162000.0,crossover,95,2.5,Diesel,yes,2008,Pajero Sport,rabat,150000,Manual,Second
Volkswagen,142000.0,crossover,235,3.2,Gas,yes,2005,Touareg,Casablanca,93000,Manual,First
Toyota,228900.0,crossover,180,4.7,Gas,yes,2004,Land Cruiser 100,agadir,54000,Manual,First
BMW,351000.0,crossover,108,3.0,Petrol,yes,2008,X6,mekness,44555,Automatic,First
Volkswagen,53989.0,sedan,145,2.0,Petrol,yes,2000,Jetta,Casablanca,23152,Manual,First
Audi,326800.0,crossover,151,3.0,Diesel,yes,2007,Q7,dakhla,41493,Automatic,First
Audi,389500.0,crossover,130,3.0,Diesel,yes,2010,Q7,tanger,33284,Manual,First
BMW,14400.0,sedan,260,1.8,Petrol,no,1996,318,tanger,23550,Automatic,First
Audi,84450.0,vagon,167,2.5,Diesel,yes,2000,A6,rabat,138000,Manual,Second
Toyota,459900.0,van,0,2.5,Diesel,yes,2016,Hiace,tetouan,78088,Manual,First
BMW,42100.0,sedan,350,2.4,Diesel,yes,1992,525,Casablanca,91000,Manual,Second
Renault,129900.0,other,162,2.3,Other,yes,2011,Master,Casablanca,30000,Automatic,First
Volkswagen,,other,197,2.0,Diesel,no,2011,T5 (Transporter),Casablanca,53000,Automatic,First
Mercedes-Benz,178500.0,sedan,280,3.7,Petrol,yes,2004,S 350,dakhla,97000,Manual,Second
Renault,123300.0,vagon,141,1.5,Diesel,yes,2013,Megane,rabat,108995,Manual,First
BMW,200500.0,sedan,114,2.0,Gas,yes,2008,520,marrakech,95000,Manual,Second
Mercedes-Benz,235500.0,crossover,142,3.5,Petrol,yes,2008,ML 350,tanger,56658,Manual,First
Audi,,crossover,1,3.0,Diesel,yes,2016,A6 Allroad,hosseima,52010,Manual,First
Mitsubishi,182000.0,crossover,215,3.8,Petrol,yes,2006,Pajero Wagon,marrakech,66000,Manual,Third
Toyota,303700.0,sedan,21,2.5,Petrol,yes,2015,Camry,Casablanca,10501,Automatic,First
Mercedes-Benz,323500.0,sedan,64,1.6,Petrol,yes,2013,CLA 200,marrakech,132000,Manual,First
Renault,35300.0,van,345,1.9,Diesel,yes,2001,Kangoo,rabat,37086,Automatic,First
Mercedes-Benz,70500.0,other,215,2.2,Diesel,yes,2000,Vito,tetouan,55000,Manual,First
Audi,32000.0,sedan,265,1.8,Petrol,yes,1988,80,tetouan,44000,Manual,First
Mercedes-Benz,466500.0,sedan,110,3.0,Diesel,yes,2011,S 350,tetouan,51000,Automatic,First
Renault,81500.0,van,128,1.5,Diesel,yes,2009,Kangoo,dakhla,50000,Manual,First
Toyota,116700.0,sedan,57,1.3,Petrol,yes,2010,Corolla,tanger,17560,Manual,First
Mercedes-Benz,767900.0,sedan,76,6.0,Petrol,yes,2010,S 65 AMG,mekness,58000,Automatic,First
Renault,127700.0,van,150,2.3,Diesel,yes,2012,Master,tanger,46630,Automatic,First
Mercedes-Benz,323500.0,sedan,134,5.0,Petrol,yes,2008,S 500,dakhla,75000,Manual,First
Toyota,823989.0,crossover,1,4.5,Diesel,yes,2016,Land Cruiser 200,oujda,58000,Manual,First
Toyota,169500.0,crossover,120,2.0,Petrol,yes,2008,Rav 4,oujda,80000,Automatic,First
Toyota,95800.0,crossover,205,2.0,Petrol,yes,2002,Rav 4,tetouan,17088,Manual,First
Mercedes-Benz,126800.0,van,165,2.2,Diesel,yes,2012,Vito,tetouan,62144,Manual,Second
Volkswagen,115600.0,van,240,2.5,Diesel,yes,2009,T5 (Transporter),dakhla,42000,Manual,First
Audi,365500.0,sedan,42,2.0,Petrol,yes,2013,A5,rabat,56000,Manual,Second
Volkswagen,609500.0,crossover,47,3.0,Diesel,yes,2016,Touareg,Casablanca,130000,Manual,First
BMW,224500.0,crossover,73,2.0,Petrol,yes,2011,X1,oujda,113000,Manual,First
Audi,145663.0,other,178,2.0,Diesel,yes,2008,A6,sefrou,45000,Automatic,First
Mercedes-Benz,264500.0,sedan,180,3.2,Diesel,yes,2008,S 320,rabat,115800,Automatic,Third
Audi,354300.0,hatch,54,2.8,Petrol,yes,2011,A6,hosseima,41217,Manual,First
BMW,152989.0,sedan,265,3.0,Diesel,yes,2005,730,oujda,26000,Manual,First
BMW,183800.0,sedan,154,3.0,Petrol,yes,2006,330,mekness,65000,Automatic,First
BMW,66850.0,crossover,156,4.4,Gas,no,2002,X5,rabat,53753,Automatic,Second
Renault,61700.0,van,275,1.9,Diesel,yes,2002,Trafic,oujda,70000,Manual,First
Toyota,151900.0,sedan,139,2.4,Other,yes,2008,Camry,tetouan,39852,Manual,First
Mercedes-Benz,2040105.0,other,0,4.7,Petrol,yes,2016,S 500,mekness,52000,Manual,First
BMW,52900.0,sedan,295,2.0,Petrol,yes,1994,520,Casablanca,30000,Automatic,First
Volkswagen,145700.0,other,103,2.0,Diesel,yes,2011,Passat B6,dakhla,119000,Manual,Third
Renault,122200.0,vagon,165,1.5,Diesel,yes,2012,Megane,tanger,66882,Automatic,First
Mercedes-Benz,59500.0,sedan,360,2.0,Gas,yes,1994,E-Class,marrakech,36000,Automatic,First
Audi,183989.0,hatch,69,1.4,Petrol,yes,2012,A1,dakhla,125000,Manual,Second
Audi,367500.0,hatch,35,1.8,Petrol,yes,2014,A5,oujda,58000,Manual,First
BMW,140900.0,vagon,260,3.0,Diesel,yes,2004,330,sefrou,49000,Manual,First
Mercedes-Benz,56200.0,van,400,2.9,Diesel,yes,1999,Sprinter 210,tetouan,37000,Manual,First
Mitsubishi,103700.0,van,247,2.4,Gas,yes,2008,Grandis,dakhla,86500,Manual,Second
Mitsubishi,67200.0,sedan,170,,Other,yes,2005,Lancer,Casablanca,88000,Manual,First
Volkswagen,83700.0,van,157,1.9,Diesel,yes,2006,Caddy,hosseima,48272,Manual,First
BMW,270700.0,other,85,4.4,Petrol,yes,2004,645,oujda,58000,Automatic,First
Audi,114500.0,vagon,198,4.2,Gas,yes,2005,A6 Allroad,tetouan,40000,Manual,First
Toyota,228900.0,crossover,69,2.7,Petrol,yes,2008,Land Cruiser Prado,tetouan,46300,Manual,First
Audi,29789.0,vagon,390,1.9,Diesel,no,1998,A6,Casablanca,12400,Manual,First
Renault,146400.0,vagon,190,1.5,Diesel,yes,2013,Laguna,mekness,71000,Manual,First
Toyota,168600.0,sedan,165,3.5,Gas,yes,2008,Camry,dakhla,80000,Manual,Second
Volkswagen,37500.0,vagon,215,2.0,Petrol,yes,1993,Passat B3,Casablanca,13000,Automatic,First
BMW,76000.0,sedan,338,,Petrol,yes,1997,728,agadir,32248,Manual,First
Mitsubishi,87000.0,sedan,207,1.6,Gas,yes,2007,Lancer,tetouan,42000,Manual,First
Mercedes-Benz,25050.0,vagon,367,3.2,Diesel,no,2000,E-Class,Casablanca,78000,Automatic,Second
Volkswagen,105000.0,sedan,98,1.6,Petrol,yes,2013,Polo,sefrou,65134,Manual,Third
Mercedes-Benz,194800.0,van,145,2.2,Diesel,yes,2010,Vito,rabat,14930,Manual,First
Toyota,188200.0,crossover,149,4.7,Petrol,yes,2008,Land Cruiser 200,rabat,70000,Manual,First
Mitsubishi,134300.0,other,175,2.5,Diesel,yes,2008,L 200,tetouan,28193,Manual,First
Volkswagen,13500.0,sedan,255,1.9,Diesel,no,1998,Polo,sefrou,100073,Manual,Second
Toyota,433500.0,other,100,4.5,Diesel,yes,2008,Land Cruiser 200,tanger,29651,Manual,First
Renault,78200.0,van,146,1.5,Diesel,yes,2012,Kangoo,sefrou,35059,Automatic,First
Mercedes-Benz,222500.0,sedan,222,5.5,Petrol,yes,2006,S 500,Casablanca,60000,Manual,Second
BMW,78200.0,sedan,270,3.0,Diesel,no,2004,530,dakhla,63000,Automatic,First
Mercedes-Benz,162000.0,sedan,240,5.0,Petrol,yes,2004,S 500,marrakech,36000,Manual,Second
Audi,422500.0,vagon,75,2.0,Diesel,yes,2013,Q3,Casablanca,15200,Automatic,First
BMW,,crossover,200,3.0,Diesel,yes,2009,X5,marrakech,45000,Automatic,First
Volkswagen,173900.0,sedan,77,1.4,Petrol,yes,2012,Jetta,hosseima,31396,Manual,First
Mitsubishi,106800.0,sedan,56,1.5,Petrol,yes,2011,Lancer X,mekness,151000,Manual,First
Volkswagen,195900.0,crossover,130,3.6,Gas,yes,2007,Touareg,Casablanca,54000,Manual,First
Volkswagen,175000.0,crossover,90,2.0,Petrol,yes,2011,Tiguan,tetouan,58235,Manual,First
Mercedes-Benz,28700.0,sedan,400,2.9,Diesel,yes,1997,E-Class,mekness,78600,Manual,First
Volkswagen,182000.0,crossover,158,2.5,Diesel,yes,2007,Touareg,sefrou,129000,Manual,Third
Audi,46300.0,sedan,340,2.4,Gas,yes,1998,A6,Casablanca,84000,Manual,First
Volkswagen,132500.0,vagon,96,,Petrol,yes,2010,Golf VI,Casablanca,99000,Automatic,Third
Volkswagen,343410.0,van,0,2.0,Diesel,yes,2014,Touran,Casablanca,65148,Automatic,First
